,sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
2427,1986-03-24,1986-05-10,Anna Stone,Linda Finley,23.49668,86.68363,Adra,IN,Kolkata,False,False,True,paranoid
2428,2018-12-13,2019-01-26,Valerie Flynn,Jeanette Best,36.33011,138.89585,Annaka,JP,Tokyo,False,True,True,happy
2429,1987-10-25,1987-12-05,Karen Ellis,Austin Summers,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,sad
2430,1998-04-12,1998-05-02,Daniel Rollins,Jane Huff,-1.6,103.61667,Jambi City,ID,Jakarta,False,True,True,over-complimenting
2431,2008-11-17,2008-12-01,Lawrence Fisher,Jennifer Hernandez,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,True,True,True,sad
2432,1987-11-22,1987-12-26,Mr. Michael Roberts,Susan Thomas,-1.26424,104.09701,Simpang,ID,Jakarta,False,False,True,evasive
2433,2007-09-08,2007-10-04,Amy Stark,Denise Park,51.78771,56.36091,Saraktash,RU,Yekaterinburg,False,True,True,talkative
2434,1987-06-01,1987-07-12,Crystal Simmons,Mary Weaver,34.61667,135.6,Yao,JP,Tokyo,False,True,True,worried
2435,2015-10-22,2015-11-16,Steven Burns,Jennifer Cook,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,sad
2436,2004-01-07,2004-01-17,Michelle White,Mr. Shannon Sharp,12.37169,123.62494,Masbate,PH,Manila,False,True,True,panicking
2437,2004-10-24,2004-12-10,Nathan Rogers,Mackenzie Gilbert,0.51667,101.44167,Pekanbaru,ID,Jakarta,False,True,True,over-complimenting
2438,2006-07-04,2006-07-22,Sharon Rivera,Lauren Smith,51.82721,107.60627,Ulan-Ude,RU,Irkutsk,False,True,True,happy
2439,2014-10-21,2014-10-26,Jessica Bailey,Paul Garner,34.8825,128.62667,Sinhyeon,KR,Seoul,False,True,True,out-of-control
2440,1989-12-17,1990-01-30,James Wolfe,Eugene Brown,36.53333,136.61667,Nonoichi,JP,Tokyo,False,True,True,paranoid
2441,1985-11-18,1985-11-25,Natasha Lambert,Amy Bray,20.88197,85.83334,Bhuban,IN,Kolkata,False,True,True,tense
2442,1992-11-23,1992-12-06,Christine Tran,Shannon Norman,24.81757,84.63445,Rafiganj,IN,Kolkata,True,True,True,lonely
2443,2001-07-09,2001-08-02,Suzanne Cannon,Amy Gomez,5.90702,116.10146,Donggongon,MY,Kuching,False,False,True,panicking
2444,1998-01-24,1998-03-22,Thomas Bray,Andrew Miranda,23.73333,114.68333,Heyuan,CN,Shanghai,False,True,False,happy
2445,1988-01-04,1988-01-16,Marie Graham,Sharon Young,58.23583,92.48278,Lesosibirsk,RU,Krasnoyarsk,False,True,True,happy
2446,2015-11-30,2015-12-18,Paul Lutz,Jeffery Weaver,31.71667,73.38333,Sangla Hill,PK,Karachi,False,True,True,confessing
2447,1993-12-02,1994-01-03,Victor Johnson,Michelle Lee,11.93381,79.82979,Puducherry,IN,Kolkata,False,False,True,friendly
2448,2019-04-02,2019-05-22,Aaron Mcknight MD,Garrett Moore,37.73222,115.70111,Hengshui,CN,Shanghai,False,True,True,confessing
2449,2008-06-11,2008-07-31,Jennifer Trevino,Scott Nixon,23.9028,89.11943,Kushtia,BD,Dhaka,False,True,True,fleeing
2450,1994-05-14,1994-07-08,Joseph Martinez,Sarah Brown,30.76468,74.12286,Kanganpur,PK,Karachi,False,False,True,silent
2451,2015-10-14,2015-11-03,Brittany Rodriguez,Casey Wheeler,38.45598,48.87498,Astara,AZ,Baku,False,True,True,fleeing
2452,1998-03-27,1998-05-04,Mark Dunlap,Holly Chapman,34.61667,135.6,Yao,JP,Tokyo,False,False,True,out-of-control
2453,2017-08-24,2017-10-13,Joseph Smith DDS,Justin Whitehead,28.98002,77.70636,Meerut,IN,Kolkata,False,True,True,unhappy
2454,1987-06-08,1987-06-24,Robert Sanders,Kathy Meadows,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,True,True,worried
2455,2011-12-03,2012-01-06,Emily Simpson,Teresa Sanchez,34.81667,137.4,Toyokawa,JP,Tokyo,False,True,False,happy
2456,1998-11-18,1999-01-11,Kelly Walker,Ronnie Anthony,10.31672,123.89071,Cebu City,PH,Manila,False,False,True,fleeing
2457,2010-04-02,2010-04-30,Fernando Barnett,William Barton,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,worried
2458,2008-01-09,2008-01-12,Timothy Harvey,Susan Thomas,32.54278,111.50861,Danjiangkou,CN,Shanghai,False,False,True,happy
2459,1988-10-20,1988-10-26,Melinda Long,Miranda Lester,26.32293,91.00632,Barpeta,IN,Kolkata,True,False,True,confessing
2460,2021-11-09,2022-01-02,Christopher Garrett,Angel Gonzales,3.31332,117.59152,Tarakan,ID,Makassar,False,True,False,talkative
2461,2015-12-11,2016-01-06,Robin Ramirez,Misty Young,65.93381,111.4834,Aykhal,RU,Yakutsk,False,False,True,complaining
2462,2007-09-29,2007-10-13,Nicole Collins,Jasmine Rowland,58.23583,92.48278,Lesosibirsk,RU,Krasnoyarsk,False,False,True,unhappy
2463,2007-04-21,2007-04-24,Dan Larson,Michelle Lee,10.7375,122.9666,Talisay,PH,Manila,False,False,True,hostile
2464,2012-09-14,2012-10-31,Alexander Porter,Jeremy Mccullough,31.71667,73.38333,Sangla Hill,PK,Karachi,False,True,True,lonely
2465,1993-09-01,1993-10-20,Daniel Peterson,Eric Wilson,47.90771,106.88324,Ulan Bator,MN,Ulaanbaatar,True,False,True,friendly
2466,1991-11-13,1991-12-20,Ashley Rivera,Kevin Evans,-7.81667,112.01667,Kediri,ID,Jakarta,True,False,True,scared
2467,1996-07-03,1996-08-20,Zachary Gomez,Anita Gray,12.37169,123.62494,Masbate,PH,Manila,False,True,True,talkative
2468,2003-01-18,2003-03-12,Paul Smith,Christian Moore,34.86472,117.55417,Zaozhuang,CN,Shanghai,False,True,True,unhappy
2469,1997-06-12,1997-06-29,Charles Stephens,Mr. Frederick Bryant,36.20389,127.08472,Nonsan,KR,Seoul,False,True,True,sad
2470,2007-01-13,2007-02-07,Patricia Martinez,Taylor Robinson,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,False,True,hostile
2471,2012-03-21,2012-05-14,Dean Martinez,Amber Wright,65.93381,111.4834,Aykhal,RU,Yakutsk,False,False,True,out-of-control
2472,2001-04-11,2001-05-31,Jennifer Drake,Jason Mccarthy,44.35056,142.45778,Nayoro,JP,Tokyo,False,True,True,tense
2473,2006-01-29,2006-02-12,Marcus Flores,Jason Berg,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,True,True,lonely
2474,1990-05-17,1990-05-31,Mary Jones,Julia Cannon,10.31672,123.89071,Cebu City,PH,Manila,False,False,True,confessing
2475,2008-02-19,2008-02-29,Deborah Jackson,Grant Humphrey,31.64615,120.74221,Changshu City,CN,Shanghai,False,True,True,panicking
2476,2015-11-29,2015-12-02,Gabrielle Jensen,Chris Campbell Jr.,1.6,103.81667,Ulu Tiram,MY,Kuala Lumpur,False,False,True,worried
2477,2016-05-31,2016-07-08,Taylor Brown,Katelyn Cook,35.0,136.51667,Komono,JP,Tokyo,False,True,True,confessing
2478,2012-02-06,2012-03-10,Kimberly Garcia,Nathaniel Jackson,36.65,138.31667,Suzaka,JP,Tokyo,True,False,True,happy
2479,2022-06-29,2022-08-19,Douglas Garcia,Jessica Rogers,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,True,True,injured
2480,1989-03-17,1989-04-04,Chad Taylor,Karen Weber,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,True,True,injured
2481,2005-06-27,2005-08-14,Janet Colon,Michael Tate,5.90702,116.10146,Donggongon,MY,Kuching,False,True,True,friendly
2482,2002-08-16,2002-10-01,Dawn Floyd,David Richardson,40.93333,73.0,Jalal-Abad,KG,Bishkek,True,True,True,friendly
2483,2005-06-24,2005-08-08,Brittany Jones,Ronnie Anthony,22.75218,72.68533,Kheda,IN,Kolkata,False,False,True,happy
2484,1995-10-18,1995-12-13,Sherry Craig,Richard Lambert,14.37395,100.48528,Bang Ban,TH,Bangkok,False,True,False,fleeing
2485,2006-02-17,2006-03-11,Brenda Moore,Adam Irwin,20.88197,85.83334,Bhuban,IN,Kolkata,False,True,True,accusatory
2486,1995-02-22,1995-04-02,Kelsey Monroe,Deborah Harrison,32.17629,75.06583,Fazilpur,PK,Karachi,False,True,True,worried
2487,2002-03-01,2002-04-08,Meghan Peters,Michelle Green,20.88098,75.11937,Parola,IN,Kolkata,False,True,True,over-complimenting
2488,1998-02-08,1998-03-25,Michael Foster,Cathy Durham,45.35,126.28333,Shuangcheng,CN,Shanghai,False,True,True,paranoid
2489,1986-10-18,1986-11-17,Michael Davis,Christopher Smith,41.77583,140.73667,Hakodate,JP,Tokyo,False,False,True,friendly
2490,2005-07-01,2005-08-13,Jill Moran,Jerry Cruz,21.53889,71.57737,Gariadhar,IN,Kolkata,False,True,True,confessing
2491,1999-10-16,1999-11-08,Danielle Thomas,Andrew Sullivan,23.1959,86.51499,Kenda,IN,Kolkata,False,False,True,lonely
2492,1999-06-14,1999-07-03,Lisa Morrison,Lucas Kirk,16.0567,103.65309,Roi Et,TH,Bangkok,False,True,True,happy
2493,2010-08-04,2010-08-04,Gregory Ortega,Karen Keller MD,41.77583,140.73667,Hakodate,JP,Tokyo,False,True,True,over-complimenting
2494,1991-10-11,1991-10-11,Mr. Michael Miller,Emily Brown,45.47885,133.42825,Lesozavodsk,RU,Vladivostok,False,False,True,tense
2495,2002-12-21,2003-02-09,Anthony Sullivan,Anna Flores,27.55898,68.21204,Larkana,PK,Karachi,False,False,True,hostile
2496,1995-02-02,1995-03-30,Hannah Atkins,Andrea Watkins,14.62072,74.83554,Sirsi,IN,Kolkata,False,True,True,out-of-control
2497,2004-05-13,2004-06-12,James Manning,Laura Santana,36.53333,136.61667,Nonoichi,JP,Tokyo,False,False,True,evasive
2498,2010-03-13,2010-03-24,Aaron Pearson,Jeremy Moran,23.02677,113.13148,Foshan,CN,Shanghai,False,False,True,silent
2499,1992-06-14,1992-07-01,Kelly Salinas,Kaitlyn Booker,36.82167,128.63083,Eisen,KR,Seoul,False,False,True,accusatory
2500,2013-12-02,2014-01-04,Peter Ward,Lauren Smith,22.10194,85.37752,Barbil,IN,Kolkata,False,False,True,lonely
2501,1995-12-28,1996-01-22,Michael Smith,Billy White,35.815,139.6853,Shimotoda,JP,Tokyo,False,True,True,lonely
2502,1993-09-21,1993-11-06,Kimberly Garcia,Jennifer Cook,43.41949,77.0202,Otegen Batyra,KZ,Almaty,False,True,True,accusatory
2503,1985-10-08,1985-10-22,James Bell MD,Karen Nguyen,33.86419,48.26258,Aleshtar,IR,Tehran,False,True,True,silent
2504,2010-02-08,2010-02-18,John Smith,Victor Tapia,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,happy
2505,1996-07-07,1996-07-24,Ryan Smith,Annette Barrett,-6.48167,106.85417,Cibinong,ID,Jakarta,False,True,True,complaining
2506,1998-08-30,1998-10-25,Dana Lewis,Glen Walker,31.82539,72.54064,Sillanwali,PK,Karachi,False,True,True,fleeing
2507,1995-05-05,1995-05-18,Katelyn Sullivan,Justin Whitehead,34.08565,74.80555,Srinagar,IN,Kolkata,True,False,True,panicking
2508,1986-02-11,1986-02-24,Casey Munoz,Shannon Camacho,42.64031,125.51176,Dongfeng,CN,Shanghai,False,True,True,oblivious
2509,1991-06-20,1991-07-11,Nancy Robinson,Ashley Davis,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,True,False,worried
2510,2022-06-02,2022-07-09,Ricardo Brown,Brendan Love,14.62578,121.12251,Antipolo,PH,Manila,False,True,True,friendly
2511,1987-06-19,1987-08-06,Bruce Ramirez,William Gallagher,33.78333,114.51667,Wacheng,CN,Shanghai,False,True,True,unhappy
2512,2019-04-03,2019-05-10,Daniel Lozano,Tammy Bruce,23.73333,114.68333,Heyuan,CN,Shanghai,False,True,True,scared
2513,1989-04-16,1989-06-14,Julie Howard,Tammy Lutz,-1.26424,104.09701,Simpang,ID,Jakarta,True,True,True,panicking
2514,2015-07-27,2015-09-05,Julie Carlson,Lacey Brown,23.73333,114.68333,Heyuan,CN,Shanghai,True,False,True,over-complimenting
2515,2012-08-06,2012-09-25,Jessica Martin,Latasha Norris,33.3213,130.94098,Hita,JP,Tokyo,True,False,False,talkative
2516,1987-08-29,1987-09-27,Thomas Mckay,Brian Thomas,35.20889,111.73861,Changzhi,CN,Shanghai,False,True,True,over-complimenting
2517,1997-03-30,1997-05-18,Michael Petty,Julie Nguyen,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,insulting
2518,1987-07-03,1987-07-09,Morgan Hunt,Veronica Richards,34.81667,137.4,Toyokawa,JP,Tokyo,False,True,True,silent
2519,2001-12-23,2002-01-25,Nicole Hernandez,Brian Torres,15.45144,78.14797,Betamcherla,IN,Kolkata,False,False,True,insulting
2520,2005-05-04,2005-06-14,Rita Villegas,David Strong,60.97944,76.92421,Izluchinsk,RU,Yekaterinburg,False,False,True,happy
2521,1999-10-11,1999-12-03,Diamond West,Nicole Payne,29.21399,78.95693,Kashipur,IN,Kolkata,False,True,True,complaining
2522,2019-01-05,2019-02-22,Alexander Frederick,Darrell Crawford,36.6009,126.665,Hongseong,KR,Seoul,False,True,True,evasive
2523,1995-09-05,1995-10-06,Nicole Martin,Kenneth Stevenson,14.66,120.56528,Pilar,PH,Manila,True,False,True,tense
2524,1989-04-13,1989-05-23,Keith Smith,John Carlson,15.73628,75.96976,Gajendragarh,IN,Kolkata,False,False,True,injured
2525,2005-12-29,2006-01-01,Jonathan Hernandez,Tamara Hall,10.10649,76.35484,Alwaye,IN,Kolkata,False,True,True,lonely
2526,2016-08-16,2016-09-29,Austin Mercer,Adam Irwin,21.59983,71.21169,Amreli,IN,Kolkata,False,True,True,worried
2527,1988-11-24,1989-01-15,Steven Wright,Ryan Watkins,10.20898,123.758,Naga,PH,Manila,False,False,True,panicking
2528,1991-05-20,1991-06-07,Jessica Campbell,Terry Erickson,16.0567,103.65309,Roi Et,TH,Bangkok,False,True,True,hostile
2529,2020-08-26,2020-09-29,John Carter,Zachary Moore,26.44931,91.61356,Rangia,IN,Kolkata,False,False,True,talkative
2530,2011-05-08,2011-06-21,Andrea Hampton,Christopher Miller,36.19278,117.65694,Laiwu,CN,Shanghai,False,False,True,confessing
2531,1996-09-28,1996-10-19,Bruce Reynolds,Brittany Henderson,-8.43333,114.33333,Muncar,ID,Jakarta,False,True,True,over-complimenting
2532,1999-05-11,1999-05-28,Christopher Gill,Scott Houston,14.64056,104.64992,Kantharalak,TH,Bangkok,False,False,True,sad
2533,2005-12-24,2006-01-19,Shannon Nguyen,Kaitlyn Booker,23.07492,88.28637,Pandua,IN,Kolkata,False,False,True,talkative
2534,2004-04-22,2004-05-20,Robert Estes,Kelly Lindsey,3.31332,117.59152,Tarakan,ID,Makassar,False,True,True,insulting
2535,1990-03-16,1990-05-06,James Alvarez,Michelle Green,58.04254,65.27258,Tavda,RU,Yekaterinburg,False,False,True,evasive
2536,1997-01-01,1997-01-04,Michael Smith,Robert Maxwell,16.455,120.5875,La Trinidad,PH,Manila,False,True,True,complaining
2537,2015-06-17,2015-08-13,Timothy Mcintosh,Matthew Wagner,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,talkative
2538,2002-12-03,2002-12-24,Miss Alexis Lyons,Mark Williams,34.86472,117.55417,Zaozhuang,CN,Shanghai,False,False,True,sad
2539,1985-06-25,1985-08-08,Theresa Lang,Casey Weber,56.11281,69.49015,Ishim,RU,Yekaterinburg,False,True,True,insulting
2540,1998-01-06,1998-01-30,Heather Hart,Hunter Lee,31.64615,120.74221,Changshu City,CN,Shanghai,False,True,True,silent
2541,2009-01-17,2009-02-13,David Sanchez,Kendra Mercado,36.21544,65.93249,Sar-e Pul,AF,Kabul,False,False,True,oblivious
2542,2020-12-15,2021-01-05,Allison Dorsey,Jacob Carlson,58.7002,59.4839,Kachkanar,RU,Yekaterinburg,False,False,True,silent
2543,2014-01-06,2014-01-22,April Maddox,Rachel Barnes,36.53333,136.61667,Nonoichi,JP,Tokyo,False,False,True,out-of-control
2544,1985-06-20,1985-06-21,Brad Brown,Ryan Wilkinson,22.88783,84.13864,Jashpurnagar,IN,Kolkata,True,False,False,accusatory
2545,1996-11-04,1996-12-28,Gabrielle Velasquez,Robert Arellano,11.00599,77.5609,Kangayam,IN,Kolkata,False,True,True,happy
2546,2016-05-22,2016-06-08,Anna Johnson,Todd Garcia,1.6561,103.6032,Kulai,MY,Kuala Lumpur,False,True,True,injured
2547,2015-12-01,2015-12-08,Nathan Long,Cathy Durham,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,False,True,True,panicking
2548,2013-12-16,2014-01-02,Peter Alvarado,Amanda Petersen DDS,35.85,117.7,Dongdu,CN,Shanghai,False,True,False,out-of-control
2549,2005-02-28,2005-03-23,Felicia Collins,Misty Young,34.65918,109.22921,Yanliang,CN,Shanghai,False,False,True,insulting
2550,2014-10-02,2014-11-19,Nicole Thompson,Dawn Pierce,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,False,True,True,panicking
2551,2001-08-02,2001-08-03,Cindy Smith,Kim Dyer,35.48199,137.02166,Minokamo,JP,Tokyo,False,False,True,evasive
2552,2011-06-12,2011-07-18,Dawn Garcia,Kathleen Hicks,21.34222,71.30633,Kundla,IN,Kolkata,False,True,True,worried
2553,1998-07-06,1998-07-15,Edwin Henson,Grant Humphrey,-6.8048,110.8405,Kudus,ID,Jakarta,False,False,True,sad
2554,1996-01-04,1996-02-12,Jennifer Newman,Jennifer George,34.08565,74.80555,Srinagar,IN,Kolkata,False,False,True,friendly
2555,2016-06-09,2016-08-02,Robert Burgess,Diana Torres,28.88162,120.03308,Guli,CN,Shanghai,False,True,True,silent
2556,1998-01-05,1998-03-04,Lisa Solomon,Wayne Knight,25.80565,68.49143,Bhit Shah,PK,Karachi,False,True,True,sad
2557,1992-11-27,1993-01-12,Michael Ritter,Nicholas Rowe,15.45144,78.14797,Betamcherla,IN,Kolkata,False,True,True,fleeing
2558,2013-01-05,2013-02-09,Brandi Roberson,Kerri Clay,14.37395,100.48528,Bang Ban,TH,Bangkok,False,True,True,out-of-control
2559,2015-07-11,2015-08-31,Victoria Hogan,Dawn Pierce,30.76468,74.12286,Kanganpur,PK,Karachi,False,True,True,scared
2560,1996-12-17,1997-01-17,Charles Mejia,Rachel Martin,23.07492,88.28637,Pandua,IN,Kolkata,False,True,True,oblivious
2561,2007-03-26,2007-04-27,Robert Hall,Richard Harris,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,fleeing
2562,1990-04-19,1990-06-17,Andrew Barr,Miranda Lester,14.62072,74.83554,Sirsi,IN,Kolkata,True,True,True,lonely
2563,2009-09-02,2009-10-02,Richard Baker,Carrie Jones,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,over-complimenting
2564,1997-11-14,1997-12-11,Bobby Douglas,Adam Irwin,24.05979,77.40858,Leteri,IN,Kolkata,False,False,True,talkative
2565,2021-03-04,2021-03-24,Dr. Ryan Hess,William Joseph,-6.48167,106.85417,Cibinong,ID,Jakarta,True,False,True,unhappy
2566,2000-05-20,2000-07-04,Calvin Kemp,Loretta Wood,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,True,True,worried
2567,1988-05-27,1988-07-06,Jay White,Carrie Boone,10.58806,77.24779,Udumalaippettai,IN,Kolkata,False,False,True,panicking
2568,2020-08-19,2020-09-29,Kevin Perkins,Katelyn Garcia,36.21544,65.93249,Sar-e Pul,AF,Kabul,True,False,True,tense
2569,1988-03-09,1988-03-24,Thomas Price,Steven Edwards,31.96258,73.97117,Naushahra Virkan,PK,Karachi,False,True,True,lonely
2570,1999-07-02,1999-08-30,Kirk Berry,Joseph Rogers,32.55531,76.12647,Chamba,IN,Kolkata,False,True,True,unhappy
2571,2010-10-01,2010-11-11,Jacob Black,Hunter Lee,58.63667,59.80222,Lesnoy,RU,Yekaterinburg,True,True,True,out-of-control
2572,2008-02-11,2008-03-28,Mr. Jeremy Hart DVM,Jacob Santiago,38.45598,48.87498,Astara,AZ,Baku,False,True,True,happy
2573,2010-10-12,2010-11-02,Samuel Montgomery,Jorge Novak,41.27194,123.17306,Liaoyang,CN,Shanghai,False,False,True,lonely
2574,1993-10-21,1993-11-16,Lisa Brown,Jessica Joseph,27.92333,118.53333,Pucheng,CN,Shanghai,False,False,True,friendly
2575,2012-02-07,2012-02-14,Austin Huynh PhD,John Wright,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,True,True,True,out-of-control
2576,2009-07-06,2009-07-09,Mary Rodriguez,Victoria Rodriguez,5.90702,116.10146,Donggongon,MY,Kuching,False,True,True,worried
2577,2002-10-02,2002-11-25,Louis Jones,Ronnie Anthony,36.6009,126.665,Hongseong,KR,Seoul,False,True,True,panicking
2578,1999-03-13,1999-03-20,Jacqueline Herrera,Michael Webb,34.4833,136.84186,Toba,JP,Tokyo,False,True,False,oblivious
2579,2012-04-02,2012-05-18,Joseph Frank,Donna Martin,29.69221,72.54566,Hasilpur,PK,Karachi,False,True,True,hostile
2580,1988-11-13,1988-12-11,Matthew Howard,Denise Park,35.06667,135.21667,Sasayama,JP,Tokyo,False,True,True,out-of-control
2581,2001-11-24,2001-12-04,Mrs. Ruth Barker PhD,Veronica Richards,23.1959,86.51499,Kenda,IN,Kolkata,False,True,True,happy
2582,1988-03-07,1988-03-21,Chelsea Wilson,Terry Erickson,0.51667,101.44167,Pekanbaru,ID,Jakarta,False,False,True,injured
2583,1999-06-05,1999-06-25,Michael Salas,Chad Graham,26.76628,83.36889,Gorakhpur,IN,Kolkata,False,False,True,happy
2584,1986-10-17,1986-11-14,Stephen Elliott,James Dawson,26.32293,91.00632,Barpeta,IN,Kolkata,False,True,False,happy
2585,2015-05-27,2015-06-14,Tyler Dougherty,Anita Gray,9.57046,76.32756,Kalavoor,IN,Kolkata,False,False,True,paranoid
2586,1989-04-26,1989-06-10,Joshua Martin,Zachary Hawkins,6.25947,102.05461,Tak Bai,TH,Bangkok,False,True,True,insulting
2587,1988-02-08,1988-04-06,Margaret Weeks,Brian Delacruz,45.35,126.28333,Shuangcheng,CN,Shanghai,False,True,True,happy
2588,2014-12-16,2015-01-21,Christy Santos,Jeffrey Freeman,6.95194,121.96361,Recodo,PH,Manila,False,True,True,happy
2589,2008-04-21,2008-05-12,Nicole Soto,William Barton,36.64852,51.49621,Nowshahr,IR,Tehran,False,False,True,tense
2590,1989-03-24,1989-04-19,Hannah Haynes,Karen Keller MD,11.93381,79.82979,Puducherry,IN,Kolkata,False,True,True,friendly
2591,2001-10-29,2001-12-21,Sarah Ruiz,Megan West,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,False,True,accusatory
2592,2012-05-15,2012-06-26,Jeremiah Taylor,Sue Norman DVM,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,False,True,paranoid
2593,2017-05-11,2017-05-16,Andrew Dyer,Darrell Crawford,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,tense
2594,2017-11-11,2018-01-02,Ivan Anderson,Jennifer Snyder,32.61603,44.02488,Karbala,IQ,Baghdad,False,True,True,happy
2595,2021-12-06,2022-01-14,Jessica Stevens MD,Shelley Sheppard,17.30858,97.01124,Kyaikto,MM,Yangon,False,False,True,evasive
2596,1998-07-21,1998-08-23,Jonathan Swanson,Matthew Brown,58.23583,92.48278,Lesosibirsk,RU,Krasnoyarsk,False,False,True,out-of-control
2597,2010-02-07,2010-04-06,Adrian Calhoun,Mr. James Hooper,10.13361,124.84472,Maasin,PH,Manila,False,True,True,out-of-control
2598,2006-04-22,2006-04-30,Rachel Wells,Zachary Hawkins,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,True,tense
2599,2007-07-27,2007-09-16,Joanna Tucker,Jennifer Malone,15.58552,102.42587,Bua Yai,TH,Bangkok,False,True,False,talkative
2600,1998-07-28,1998-09-20,Manuel Davis,William Knight,34.65918,109.22921,Yanliang,CN,Shanghai,False,True,True,panicking
2601,2002-11-30,2002-12-24,Matthew Hale Jr.,Angela Johnson,21.46527,83.97573,Sambalpur,IN,Kolkata,False,True,True,worried
2602,1999-07-18,1999-09-12,Ronald Murphy,Paul Garner,14.95472,120.89694,Baliuag,PH,Manila,False,True,True,insulting
2603,2006-09-06,2006-09-16,Lisa Morgan,Valerie Griffin,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,False,True,accusatory
